,roe,ratio1,ratio2,ratio3,ratio4,ratio5,ratio6,ratio7,ratio8,ratio9,ratio10,ratio11,ev,type1,type2,type3,type4,type5
423,1,1.43 ,49.99 ,111.24 ,50.01 ,92.06 ,3.64 ,0.88 ,187.98 ,6.88 ,8.66 ,35.91 ,54078.84 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
424,1,1.67 ,40.05 ,110.82 ,59.95 ,90.71 ,2.83 ,0.79 ,155.14 ,9.17 ,10.30 ,34.31 ,52064.94 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
425,0,0.30 ,83.47 ,102.69 ,16.53 ,93.98 ,1.90 ,0.17 ,338.94 ,6.01 ,6.43 ,52.93 ,81164.19 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
426,1,1.13 ,57.02 ,119.83 ,42.98 ,93.41 ,7.15 ,0.45 ,202.19 ,6.42 ,7.34 ,35.23 ,63081.14 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
427,0,0.61 ,71.56 ,105.64 ,28.44 ,93.09 ,3.67 ,0.68 ,231.91 ,6.93 ,7.66 ,34.12 ,78592.13 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
428,0,0.77 ,66.65 ,105.06 ,33.35 ,90.30 ,2.33 ,0.62 ,277.24 ,9.47 ,9.87 ,37.37 ,70379.89 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
429,1,1.72 ,54.57 ,109.68 ,45.43 ,89.88 ,1.99 ,0.56 ,209.08 ,9.81 ,10.91 ,30.35 ,45248.65 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
430,1,1.30 ,48.42 ,106.15 ,51.58 ,89.76 ,3.68 ,1.06 ,173.30 ,9.97 ,10.76 ,28.33 ,70551.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
431,0,1.31 ,61.58 ,105.02 ,38.42 ,82.21 ,2.50 ,0.00 ,55.69 ,17.65 ,20.08 ,59.65 ,43900.92 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 
432,0,0.05 ,96.52 ,107.93 ,3.48 ,94.99 ,0.19 ,0.06 ,2755.69 ,5.11 ,6.16 ,72.21 ,125538.29 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
433,1,1.03 ,55.75 ,114.94 ,44.25 ,93.99 ,3.70 ,0.59 ,207.54 ,5.85 ,6.47 ,45.10 ,93796.86 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
434,0,0.41 ,82.03 ,102.23 ,17.97 ,93.22 ,2.41 ,0.16 ,462.87 ,6.69 ,7.83 ,34.77 ,128363.74 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
435,0,0.64 ,58.47 ,101.36 ,41.53 ,92.75 ,1.23 ,0.29 ,366.35 ,7.10 ,7.76 ,42.88 ,138758.06 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
436,0,0.40 ,82.58 ,111.88 ,17.42 ,92.62 ,2.06 ,0.44 ,511.37 ,5.78 ,6.35 ,35.05 ,166614.59 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
437,0,0.98 ,66.81 ,106.29 ,33.19 ,85.82 ,3.16 ,0.00 ,144.63 ,14.19 ,14.22 ,57.90 ,150304.21 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 
